person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29.0,78000.0,OWN,13.0,VENTURE,A,14400.0,10.99,0,0.18,N,7.0
28.0,78000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,B,13000.0,10.99,0,0.17,N,9.0
31.0,78000.0,MORTGAGE,6.0,VENTURE,B,8000.0,10.0,0,0.1,N,6.0
35.0,78000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000.0,6.54,0,0.13,N,8.0
27.0,78000.0,MORTGAGE,2.0,MEDICAL,B,7000.0,9.62,0,0.09,N,6.0
28.0,78000.0,OWN,12.0,MEDICAL,A,5250.0,5.79,0,0.07,N,10.0
30.0,78000.0,MORTGAGE,2.0,EDUCATION,B,10800.0,10.36,0,0.14,N,9.0
33.0,45600.0,RENT,0.0,DEBTCONSOLIDATION,A,11200.0,5.79,0,0.25,N,8.0
31.0,46000.0,RENT,4.0,DEBTCONSOLIDATION,C,11200.0,14.27,0,0.24,Y,6.0
28.0,46739.0,RENT,0.0,MEDICAL,C,11200.0,13.48,0,0.24,N,8.0
27.0,72000.0,MORTGAGE,11.0,PERSONAL,B,5000.0,11.86,1,0.07,N,10.0
27.0,78000.0,OWN,3.0,MEDICAL,D,12000.0,15.58,0,0.15,N,7.0
31.0,48000.0,RENT,5.0,EDUCATION,B,11200.0,10.99,0,0.23,N,5.0
28.0,48000.0,RENT,1.0,PERSONAL,C,11200.0,14.26,0,0.23,N,6.0
32.0,78000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5400.0,7.88,0,0.07,N,6.0
30.0,46800.0,RENT,7.0,EDUCATION,C,11200.0,13.98,1,0.24,Y,7.0
35.0,40000.0,OWN,3.0,PERSONAL,C,11325.0,15.96,0,0.28,Y,10.0
29.0,78000.0,MORTGAGE,13.0,VENTURE,C,10000.0,12.73,0,0.13,N,7.0
29.0,60000.0,RENT,2.0,VENTURE,C,11200.0,14.22,0,0.19,Y,10.0
27.0,78000.0,OWN,4.0,VENTURE,B,6000.0,12.18,0,0.08,N,10.0
27.0,78000.0,MORTGAGE,1.0,VENTURE,A,5125.0,8.59,0,0.07,N,8.0
33.0,78000.0,MORTGAGE,3.0,MEDICAL,B,20000.0,12.18,0,0.26,N,8.0
27.0,78000.0,OWN,2.0,PERSONAL,A,15000.0,8.94,0,0.19,N,7.0
28.0,63000.0,RENT,1.0,EDUCATION,C,11200.0,12.99,0,0.18,Y,7.0
35.0,72000.0,MORTGAGE,2.0,EDUCATION,E,20000.0,16.7,1,0.28,Y,9.0
32.0,63800.0,RENT,6.0,HOMEIMPROVEMENT,D,11200.0,14.74,0,0.18,N,8.0
34.0,60500.0,RENT,3.0,DEBTCONSOLIDATION,D,11200.0,15.62,1,0.19,Y,10.0
29.0,61200.0,MORTGAGE,2.0,MEDICAL,F,15000.0,17.58,1,0.21,N,5.0
33.0,70000.0,RENT,0.0,EDUCATION,A,11200.0,8.94,0,0.16,N,6.0
30.0,72000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,7500.0,9.76,1,0.1,N,9.0
30.0,69000.0,RENT,3.0,EDUCATION,B,11200.0,12.42,1,0.16,N,6.0
30.0,75000.0,RENT,6.0,MEDICAL,C,11200.0,13.16,0,0.15,Y,5.0
32.0,78096.0,MORTGAGE,4.0,EDUCATION,B,10000.0,10.99,0,0.13,N,5.0
34.0,74000.0,RENT,3.0,EDUCATION,C,11200.0,11.66,1,0.15,N,10.0
28.0,85000.0,RENT,7.0,DEBTCONSOLIDATION,B,11200.0,9.91,0,0.13,N,10.0
29.0,78300.0,MORTGAGE,1.0,VENTURE,F,10000.0,18.09,0,0.13,Y,9.0
34.0,78301.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,17000.0,6.62,0,0.22,N,9.0
32.0,78400.0,MORTGAGE,2.0,EDUCATION,B,1200.0,10.0,0,0.02,N,5.0
29.0,87500.0,RENT,2.0,EDUCATION,B,11200.0,10.99,0,0.13,N,8.0
31.0,78408.0,MORTGAGE,10.0,VENTURE,B,15000.0,12.18,0,0.19,N,8.0
28.0,78465.0,OWN,9.0,VENTURE,B,14000.0,11.36,0,0.18,N,10.0
27.0,101000.0,RENT,2.0,DEBTCONSOLIDATION,B,11200.0,10.99,0,0.11,N,6.0
31.0,79050.0,RENT,7.0,MEDICAL,C,11200.0,13.99,1,0.12,N,8.0
35.0,78750.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10750.0,12.23,0,0.14,N,8.0
29.0,42000.0,RENT,1.0,MEDICAL,B,11300.0,9.99,0,0.27,N,5.0
35.0,56472.0,RENT,5.0,HOMEIMPROVEMENT,D,11300.0,14.42,0,0.2,N,7.0
28.0,78996.0,MORTGAGE,10.0,HOMEIMPROVEMENT,C,12000.0,13.16,0,0.15,Y,5.0
33.0,43200.0,RENT,6.0,DEBTCONSOLIDATION,A,11350.0,7.88,0,0.26,N,7.0
31.0,35000.0,RENT,1.0,VENTURE,A,11400.0,6.91,1,0.33,N,8.0
27.0,79000.0,MORTGAGE,6.0,VENTURE,A,13000.0,10.99,0,0.16,N,8.0
31.0,79000.0,MORTGAGE,14.0,DEBTCONSOLIDATION,C,20000.0,13.49,0,0.25,N,6.0
32.0,79000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,7800.0,10.99,0,0.1,N,8.0
30.0,79000.0,MORTGAGE,11.0,DEBTCONSOLIDATION,C,20000.0,13.72,0,0.25,N,10.0
27.0,52500.0,RENT,7.0,PERSONAL,A,11425.0,7.51,0,0.22,N,7.0
27.0,79000.0,MORTGAGE,4.0,PERSONAL,A,9000.0,6.76,0,0.11,N,10.0
30.0,79000.0,MORTGAGE,14.0,PERSONAL,A,7500.0,7.14,0,0.09,N,8.0
27.0,79000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,D,2875.0,14.59,0,0.04,Y,10.0
32.0,30000.0,RENT,1.0,MEDICAL,B,11450.0,9.99,1,0.38,N,6.0
27.0,73000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,10500.0,11.83,1,0.14,N,6.0
29.0,79000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7000.0,10.99,0,0.09,N,9.0
28.0,79000.0,MORTGAGE,4.0,VENTURE,D,2000.0,16.0,0,0.03,Y,10.0
34.0,79000.0,MORTGAGE,1.0,PERSONAL,A,4800.0,9.32,0,0.06,N,6.0
30.0,79000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6000.0,9.63,0,0.08,N,8.0
31.0,79000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5000.0,8.0,0,0.06,N,9.0
29.0,40000.0,RENT,7.0,PERSONAL,A,11450.0,8.49,0,0.29,N,5.0
30.0,65000.0,RENT,14.0,PERSONAL,C,11475.0,13.72,0,0.18,N,6.0
31.0,79100.0,MORTGAGE,4.0,MEDICAL,A,19150.0,6.99,0,0.24,N,7.0
27.0,79200.0,OWN,1.0,HOMEIMPROVEMENT,E,15000.0,17.14,0,0.19,N,8.0
27.0,30000.0,RENT,2.0,VENTURE,B,11500.0,10.36,1,0.38,N,6.0
30.0,79416.0,MORTGAGE,12.0,MEDICAL,C,6000.0,13.49,0,0.08,Y,8.0
27.0,30000.0,RENT,6.0,VENTURE,B,11500.0,10.36,1,0.38,N,7.0
33.0,79440.0,MORTGAGE,12.0,MEDICAL,C,5525.0,13.85,0,0.07,Y,9.0
29.0,32000.0,RENT,3.0,MEDICAL,C,11500.0,14.22,1,0.36,N,7.0
35.0,79500.0,MORTGAGE,5.0,PERSONAL,D,9600.0,14.61,0,0.12,Y,5.0
28.0,79536.0,MORTGAGE,12.0,PERSONAL,A,16425.0,7.9,0,0.21,N,8.0
27.0,34928.0,RENT,1.0,HOMEIMPROVEMENT,E,11500.0,16.0,1,0.33,N,5.0
30.0,36000.0,RENT,5.0,EDUCATION,C,11500.0,15.27,1,0.32,Y,8.0
32.0,40000.0,OWN,2.0,VENTURE,C,7000.0,12.68,0,0.17,Y,10.0
28.0,30000.0,RENT,0.0,MEDICAL,D,11500.0,14.46,1,0.38,Y,5.0
27.0,38500.0,RENT,0.0,DEBTCONSOLIDATION,B,11500.0,12.42,0,0.3,N,9.0
31.0,79800.0,MORTGAGE,3.0,PERSONAL,A,5000.0,6.91,0,0.06,N,9.0
29.0,79800.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000.0,7.14,0,0.08,N,8.0
32.0,79872.0,MORTGAGE,4.0,DEBTCONSOLIDATION,C,12000.0,12.68,0,0.15,N,10.0
29.0,79894.0,MORTGAGE,7.0,VENTURE,D,20000.0,14.96,0,0.25,Y,10.0
28.0,40000.0,OWN,2.0,VENTURE,B,5000.0,10.0,0,0.13,N,5.0
28.0,79995.0,OWN,3.0,PERSONAL,C,15000.0,10.99,0,0.19,N,10.0
35.0,48000.0,RENT,3.0,MEDICAL,B,11500.0,11.11,0,0.24,N,9.0
35.0,50000.0,RENT,4.0,PERSONAL,B,11500.0,12.42,0,0.23,N,8.0
35.0,40000.0,OWN,0.0,PERSONAL,A,5000.0,6.92,0,0.13,N,5.0
28.0,80000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,9000.0,12.69,0,0.11,N,6.0
29.0,74000.0,RENT,13.0,HOMEIMPROVEMENT,B,11500.0,11.71,0,0.16,N,10.0
32.0,74500.0,RENT,1.0,VENTURE,A,11500.0,7.05,0,0.15,N,8.0
33.0,92259.0,RENT,2.0,EDUCATION,B,11500.0,10.0,0,0.12,N,7.0
35.0,110000.0,RENT,2.0,VENTURE,B,11500.0,11.49,0,0.1,N,10.0
27.0,78262.0,RENT,4.0,HOMEIMPROVEMENT,B,11525.0,10.99,0,0.15,N,8.0
32.0,65000.0,RENT,2.0,HOMEIMPROVEMENT,C,11600.0,13.49,0,0.18,Y,8.0
34.0,74000.0,MORTGAGE,13.0,VENTURE,C,10000.0,15.96,1,0.14,Y,10.0
27.0,80000.0,MORTGAGE,11.0,PERSONAL,A,8500.0,6.03,0,0.11,N,6.0
31.0,35000.0,RENT,6.0,MEDICAL,C,11700.0,13.06,1,0.33,N,9.0
27.0,44004.0,RENT,1.0,EDUCATION,D,11750.0,15.31,1,0.27,Y,8.0
29.0,80000.0,MORTGAGE,13.0,EDUCATION,A,10000.0,7.9,0,0.13,N,9.0
28.0,80000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,A,12000.0,6.03,0,0.15,N,6.0
27.0,98000.0,RENT,3.0,EDUCATION,C,11750.0,13.47,0,0.12,Y,6.0
28.0,80000.0,OWN,12.0,EDUCATION,A,8400.0,7.9,0,0.1,N,5.0
30.0,80000.0,MORTGAGE,2.0,EDUCATION,A,3000.0,6.62,0,0.04,N,9.0
27.0,80000.0,MORTGAGE,11.0,EDUCATION,B,7500.0,11.71,0,0.09,N,10.0
27.0,80000.0,MORTGAGE,4.0,PERSONAL,A,6000.0,6.03,0,0.07,N,10.0
33.0,30000.0,RENT,3.0,DEBTCONSOLIDATION,B,11975.0,9.99,1,0.39,N,8.0
27.0,42000.0,RENT,1.0,MEDICAL,B,11975.0,12.53,0,0.29,N,6.0
31.0,80000.0,MORTGAGE,13.0,EDUCATION,A,20000.0,8.9,0,0.25,N,10.0
33.0,58344.0,RENT,5.0,VENTURE,D,11975.0,16.29,0,0.21,Y,9.0
27.0,80000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7400.0,12.69,0,0.09,N,7.0
34.0,80000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,11000.0,10.99,0,0.14,N,6.0
30.0,62900.0,MORTGAGE,2.0,MEDICAL,B,10000.0,10.99,1,0.14,N,6.0
27.0,80000.0,MORTGAGE,2.0,EDUCATION,A,12000.0,6.99,0,0.15,N,6.0
30.0,80000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,11000.0,10.99,0,0.14,N,6.0
29.0,80000.0,MORTGAGE,5.0,MEDICAL,B,21496.875,10.59,0,0.28,N,10.0
34.0,80000.0,MORTGAGE,3.0,VENTURE,A,3600.0,5.99,0,0.04,N,9.0
28.0,80000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4400.0,10.99,0,0.06,N,5.0
32.0,80000.0,MORTGAGE,14.0,DEBTCONSOLIDATION,A,15350.0,8.49,0,0.19,N,7.0
34.0,30000.0,RENT,2.0,PERSONAL,A,12000.0,10.99,1,0.39,N,6.0
28.0,30000.0,RENT,4.0,DEBTCONSOLIDATION,A,12000.0,6.62,1,0.39,N,7.0
34.0,30000.0,RENT,2.0,HOMEIMPROVEMENT,A,12000.0,8.9,1,0.39,N,8.0
29.0,30000.0,RENT,0.0,PERSONAL,B,12000.0,10.36,1,0.39,N,7.0
30.0,80000.0,MORTGAGE,7.0,VENTURE,B,16800.0,10.99,0,0.21,N,8.0
30.0,30000.0,RENT,4.0,DEBTCONSOLIDATION,D,12000.0,15.21,1,0.39,Y,6.0
27.0,30000.0,RENT,5.0,EDUCATION,B,12000.0,11.36,1,0.39,N,9.0
28.0,80000.0,MORTGAGE,11.0,PERSONAL,A,16000.0,5.99,0,0.2,N,7.0
30.0,80000.0,MORTGAGE,1.0,EDUCATION,B,4975.0,10.59,0,0.06,N,9.0
31.0,30000.0,RENT,4.0,DEBTCONSOLIDATION,B,12000.0,10.39,1,0.39,N,9.0
34.0,80000.0,MORTGAGE,5.0,PERSONAL,A,12000.0,7.49,0,0.15,N,9.0
34.0,30412.0,RENT,4.0,MEDICAL,B,12000.0,10.38,1,0.39,N,5.0
30.0,31200.0,RENT,0.0,PERSONAL,E,12000.0,16.45,1,0.38,Y,7.0
35.0,80000.0,OWN,5.0,PERSONAL,D,15000.0,15.99,0,0.19,Y,9.0
30.0,80000.0,MORTGAGE,2.0,VENTURE,C,6000.0,14.17,0,0.07,Y,6.0
31.0,74000.0,MORTGAGE,13.0,VENTURE,C,1500.0,12.68,1,0.02,N,10.0
31.0,80000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,C,16000.0,13.8,0,0.2,N,9.0
29.0,32000.0,RENT,3.0,PERSONAL,A,12000.0,10.99,1,0.38,N,9.0
31.0,80000.0,MORTGAGE,6.0,EDUCATION,A,12750.0,7.29,0,0.16,N,10.0
27.0,80000.0,MORTGAGE,0.0,PERSONAL,B,8000.0,9.63,0,0.1,N,6.0
28.0,32000.0,RENT,12.0,DEBTCONSOLIDATION,A,12000.0,7.88,1,0.38,N,9.0
28.0,32400.0,RENT,3.0,DEBTCONSOLIDATION,C,12000.0,14.26,1,0.37,N,10.0
31.0,80000.0,MORTGAGE,10.0,MEDICAL,A,10000.0,10.99,0,0.13,N,5.0
29.0,32800.0,RENT,13.0,MEDICAL,E,12000.0,16.45,1,0.37,N,9.0
32.0,33000.0,RENT,1.0,EDUCATION,A,12000.0,6.54,1,0.36,N,8.0
28.0,80000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,C,15000.0,14.17,0,0.19,N,8.0
28.0,80000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6500.0,11.11,0,0.08,N,7.0
27.0,80000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,3000.0,11.11,0,0.04,N,7.0
27.0,33000.0,RENT,3.0,MEDICAL,B,12000.0,10.75,1,0.36,N,5.0
28.0,33280.0,RENT,6.0,PERSONAL,A,12000.0,7.66,1,0.36,N,9.0
27.0,80000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,10000.0,12.68,0,0.13,N,5.0
33.0,80000.0,MORTGAGE,9.0,VENTURE,B,6000.0,11.11,0,0.07,N,7.0
27.0,80000.0,MORTGAGE,11.0,PERSONAL,A,16000.0,6.91,0,0.2,N,5.0
31.0,80000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,12400.0,9.99,0,0.15,N,6.0
30.0,80000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10750.0,6.17,0,0.13,N,5.0
28.0,80000.0,OWN,1.0,MEDICAL,A,3000.0,6.54,0,0.04,N,9.0
31.0,34000.0,RENT,0.0,MEDICAL,C,12000.0,13.16,1,0.35,Y,9.0
27.0,80000.0,MORTGAGE,4.0,MEDICAL,A,15000.0,6.54,0,0.19,N,8.0
31.0,80000.0,OWN,13.0,MEDICAL,A,12000.0,5.79,0,0.15,N,10.0
27.0,40000.0,OWN,11.0,EDUCATION,A,6400.0,9.32,0,0.16,N,6.0
29.0,34999.0,RENT,2.0,MEDICAL,B,12000.0,11.58,1,0.34,N,10.0
29.0,80000.0,MORTGAGE,14.0,HOMEIMPROVEMENT,D,5000.0,15.21,0,0.06,N,6.0
27.0,35000.0,RENT,8.0,PERSONAL,B,12000.0,9.91,1,0.34,N,8.0
29.0,80000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,4500.0,6.76,0,0.06,N,10.0
27.0,35000.0,RENT,0.0,EDUCATION,A,12000.0,7.29,1,0.34,N,6.0
28.0,80000.0,MORTGAGE,8.0,EDUCATION,A,9600.0,7.51,0,0.12,N,6.0
29.0,74000.0,MORTGAGE,3.0,EDUCATION,D,3000.0,16.32,1,0.04,N,6.0
35.0,80000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000.0,10.99,0,0.19,N,9.0
35.0,36000.0,RENT,9.0,MEDICAL,D,12000.0,16.29,1,0.33,N,9.0
29.0,36000.0,RENT,13.0,MEDICAL,A,12000.0,7.49,1,0.33,N,10.0
29.0,36000.0,RENT,6.0,VENTURE,A,12000.0,7.49,1,0.33,N,7.0
27.0,80000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,14500.0,10.75,0,0.18,N,6.0
28.0,36000.0,RENT,2.0,VENTURE,A,12000.0,5.42,1,0.33,N,10.0
33.0,36000.0,RENT,9.0,PERSONAL,A,12000.0,7.29,1,0.33,N,6.0
32.0,80000.0,MORTGAGE,6.0,EDUCATION,A,13000.0,7.88,0,0.16,N,10.0
29.0,36000.0,RENT,1.0,DEBTCONSOLIDATION,B,12000.0,12.21,1,0.33,N,9.0
30.0,36400.0,RENT,2.0,MEDICAL,B,12000.0,10.65,1,0.33,N,9.0
28.0,36888.0,RENT,5.0,MEDICAL,C,12000.0,10.99,1,0.33,Y,7.0
28.0,80000.0,MORTGAGE,13.0,PERSONAL,B,21000.0,11.36,0,0.26,N,7.0
32.0,37076.0,RENT,3.0,PERSONAL,B,12000.0,12.42,1,0.32,N,7.0
27.0,80000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,B,20000.0,11.36,0,0.25,N,5.0
30.0,80000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000.0,10.99,0,0.15,N,8.0
33.0,80000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,6000.0,7.88,0,0.07,N,10.0
28.0,80000.0,MORTGAGE,12.0,VENTURE,A,2500.0,10.99,0,0.03,N,7.0
30.0,37500.0,RENT,5.0,EDUCATION,B,12000.0,10.99,1,0.32,N,6.0
28.0,37500.0,RENT,4.0,DEBTCONSOLIDATION,C,12000.0,10.99,1,0.32,N,9.0
29.0,37920.0,RENT,2.0,PERSONAL,C,12000.0,13.48,1,0.32,Y,10.0
34.0,80000.0,MORTGAGE,7.0,EDUCATION,B,19000.0,10.62,0,0.24,N,10.0
27.0,38000.0,RENT,0.0,MEDICAL,A,12000.0,6.62,1,0.32,N,10.0
32.0,80000.0,OWN,2.0,VENTURE,B,10000.0,11.14,0,0.13,N,9.0
32.0,38000.0,RENT,2.0,EDUCATION,B,12000.0,12.42,1,0.32,N,6.0
27.0,80000.0,OWN,11.0,EDUCATION,B,5000.0,11.14,0,0.06,N,7.0
31.0,80000.0,MORTGAGE,5.0,VENTURE,A,6000.0,7.4,0,0.07,N,9.0
33.0,80000.0,MORTGAGE,4.0,MEDICAL,B,12000.0,11.14,0,0.15,N,6.0
29.0,80000.0,MORTGAGE,2.0,PERSONAL,A,5000.0,7.74,0,0.06,N,9.0
28.0,80000.0,MORTGAGE,1.0,PERSONAL,A,3100.0,7.05,0,0.04,N,9.0
28.0,38295.0,RENT,5.0,PERSONAL,C,12000.0,10.99,1,0.31,N,7.0
27.0,39996.0,OWN,1.0,VENTURE,B,8000.0,12.53,0,0.2,N,6.0
34.0,62900.0,MORTGAGE,11.0,MEDICAL,A,18000.0,8.94,1,0.24,N,5.0
27.0,80000.0,MORTGAGE,11.0,PERSONAL,B,20000.0,10.99,0,0.25,N,10.0
28.0,38500.0,RENT,2.0,PERSONAL,B,12000.0,10.75,1,0.31,N,5.0
28.0,80000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,B,12000.0,12.18,0,0.15,N,5.0
28.0,38643.0,RENT,7.0,PERSONAL,B,12000.0,11.58,1,0.31,N,8.0
31.0,80000.0,MORTGAGE,6.0,EDUCATION,B,7500.0,12.18,0,0.09,N,7.0
30.0,80000.0,MORTGAGE,14.0,VENTURE,C,8000.0,13.92,0,0.1,N,8.0
29.0,80000.0,MORTGAGE,13.0,HOMEIMPROVEMENT,C,16000.0,12.84,0,0.2,Y,7.0
27.0,80000.0,OWN,2.0,PERSONAL,B,9000.0,12.21,0,0.11,N,8.0
28.0,39000.0,RENT,0.0,DEBTCONSOLIDATION,C,12000.0,12.53,1,0.31,Y,9.0
32.0,62900.0,MORTGAGE,5.0,MEDICAL,D,2750.0,10.99,1,0.04,Y,7.0
34.0,80000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,E,12000.0,10.99,0,0.15,N,10.0
31.0,80000.0,MORTGAGE,0.0,MEDICAL,B,15000.0,10.95,0,0.19,N,8.0
28.0,80000.0,MORTGAGE,8.0,EDUCATION,C,13000.0,13.47,0,0.16,N,5.0
30.0,80000.0,OWN,0.0,PERSONAL,D,8000.0,15.05,0,0.1,N,5.0
27.0,62900.0,MORTGAGE,1.0,MEDICAL,B,8000.0,11.46,1,0.11,N,8.0
28.0,74000.0,MORTGAGE,6.0,VENTURE,E,7000.0,15.38,1,0.09,N,9.0
28.0,80000.0,OWN,2.0,HOMEIMPROVEMENT,C,16000.0,11.66,0,0.2,Y,7.0
33.0,80000.0,OWN,12.0,HOMEIMPROVEMENT,C,9000.0,11.97,0,0.11,N,7.0
27.0,80000.0,MORTGAGE,11.0,EDUCATION,A,5000.0,8.0,0,0.06,N,6.0
28.0,80000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,D,20000.0,13.24,0,0.25,N,8.0
27.0,40000.0,RENT,4.0,MEDICAL,B,12000.0,12.69,0,0.3,N,8.0
31.0,40000.0,RENT,5.0,MEDICAL,B,12000.0,11.99,0,0.3,N,5.0
35.0,80004.0,MORTGAGE,2.0,PERSONAL,B,3200.0,11.11,0,0.04,N,7.0
28.0,40000.0,RENT,12.0,VENTURE,B,12000.0,11.11,0,0.3,N,5.0
31.0,80004.0,MORTGAGE,9.0,MEDICAL,C,3500.0,12.61,0,0.04,N,10.0
27.0,40000.0,RENT,8.0,MEDICAL,B,12000.0,10.37,0,0.3,N,9.0
28.0,80004.0,MORTGAGE,5.0,MEDICAL,A,12000.0,6.91,0,0.15,N,6.0
31.0,80004.0,MORTGAGE,9.0,MEDICAL,B,5500.0,10.75,0,0.07,N,8.0
28.0,34000.0,RENT,0.0,EDUCATION,D,12000.0,14.61,1,0.35,Y,8.0
30.0,34000.0,RENT,0.0,DEBTCONSOLIDATION,C,12000.0,12.87,1,0.35,N,6.0
35.0,80004.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14400.0,10.95,0,0.18,N,5.0
32.0,40000.0,RENT,3.0,DEBTCONSOLIDATION,B,12000.0,11.89,0,0.3,N,10.0
30.0,40000.0,RENT,13.0,EDUCATION,B,12000.0,9.2,0,0.3,N,8.0
30.0,34046.0,RENT,2.0,MEDICAL,D,12000.0,14.96,1,0.35,Y,6.0
32.0,34310.0,RENT,2.0,VENTURE,D,12000.0,14.96,1,0.35,Y,8.0
34.0,80300.0,MORTGAGE,3.0,PERSONAL,C,15000.0,12.73,0,0.19,Y,9.0
35.0,80308.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000.0,7.88,0,0.15,N,10.0
29.0,41004.0,RENT,6.0,PERSONAL,B,12000.0,10.0,0,0.29,N,7.0
28.0,74400.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000.0,10.99,1,0.27,N,8.0
29.0,80400.0,MORTGAGE,13.0,VENTURE,A,8000.0,7.14,0,0.1,N,10.0
32.0,42000.0,RENT,13.0,PERSONAL,A,12000.0,7.51,0,0.29,N,8.0
31.0,42000.0,RENT,12.0,PERSONAL,B,12000.0,10.99,0,0.29,N,9.0
27.0,42000.0,RENT,2.0,PERSONAL,B,12000.0,10.65,0,0.29,N,7.0
29.0,80496.0,MORTGAGE,2.0,HOMEIMPROVEMENT,C,10000.0,13.72,0,0.12,N,10.0
28.0,80500.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000.0,7.74,0,0.07,N,5.0
28.0,80569.0,MORTGAGE,2.0,EDUCATION,B,4000.0,9.63,0,0.05,N,7.0
28.0,42000.0,RENT,0.0,VENTURE,B,12000.0,11.11,0,0.29,N,9.0
34.0,80600.0,MORTGAGE,2.0,EDUCATION,B,15000.0,12.21,0,0.19,N,6.0
27.0,36000.0,RENT,2.0,DEBTCONSOLIDATION,D,12000.0,14.09,1,0.33,Y,10.0
31.0,36000.0,RENT,4.0,EDUCATION,B,12000.0,10.36,1,0.33,N,8.0
28.0,80748.0,MORTGAGE,5.0,MEDICAL,A,5000.0,7.51,0,0.06,N,9.0
27.0,80800.0,MORTGAGE,3.0,PERSONAL,C,3000.0,10.99,0,0.04,N,10.0
30.0,42000.0,RENT,1.0,PERSONAL,B,12000.0,9.88,0,0.29,N,8.0
31.0,42000.0,RENT,1.0,MEDICAL,B,12000.0,10.99,0,0.29,N,9.0
33.0,42000.0,RENT,3.0,DEBTCONSOLIDATION,C,12000.0,13.57,0,0.29,N,7.0
28.0,81000.0,MORTGAGE,6.0,VENTURE,A,2500.0,5.99,0,0.03,N,6.0
30.0,42600.0,RENT,13.0,VENTURE,B,12000.0,11.71,0,0.28,N,8.0
30.0,42886.0,RENT,3.0,PERSONAL,B,12000.0,10.59,0,0.28,N,10.0
29.0,81000.0,MORTGAGE,5.0,PERSONAL,A,14000.0,7.66,0,0.17,N,9.0
27.0,81000.0,OWN,4.0,VENTURE,C,9000.0,13.43,0,0.11,Y,9.0
32.0,81000.0,MORTGAGE,1.0,PERSONAL,B,10000.0,10.37,0,0.12,N,10.0
33.0,81000.0,OWN,4.0,PERSONAL,A,12000.0,6.17,0,0.15,N,8.0
28.0,81000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000.0,6.17,0,0.07,N,10.0
34.0,39000.0,OWN,5.0,HOMEIMPROVEMENT,B,12000.0,11.99,0,0.31,N,6.0
29.0,37000.0,RENT,4.0,HOMEIMPROVEMENT,A,12000.0,9.63,1,0.32,N,7.0
27.0,43200.0,RENT,0.0,VENTURE,A,12000.0,8.94,0,0.28,N,5.0
29.0,81000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7750.0,9.32,0,0.1,N,10.0
27.0,81000.0,MORTGAGE,2.0,MEDICAL,A,5500.0,8.0,0,0.07,N,8.0
29.0,75000.0,MORTGAGE,8.0,PERSONAL,C,12000.0,13.16,1,0.16,Y,7.0
28.0,81000.0,MORTGAGE,0.0,VENTURE,C,5000.0,12.53,0,0.06,N,9.0
33.0,75000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7500.0,10.08,1,0.1,N,9.0
27.0,39000.0,OWN,3.0,MEDICAL,A,9600.0,5.79,0,0.25,N,10.0
32.0,44808.0,RENT,5.0,PERSONAL,B,12000.0,10.99,0,0.27,N,8.0
